11;3 бутончика гвоздики
11;1 ч.л. молотой корицы
11;2 ч.л. разрыхлителя
11;150–180 г муки
11;3 апельсина
11;5–7 мандаринов
12;200 г сахара
12;5 яиц
12;200 г муки
12;500 г яблок
13;150 г шоколада 70–90% какао
13;50 г сливочного масла
13;2 яйца
13;50 г сахара
13;30–40 г муки
14;400 г шоколадного печенья (типа юбилейного)
14;180 г сливочного масла
14;500 г творожного сыра (альметте, хохланд, филадельфия)
14;150 г сливок 33–35%
14;3 яйца
14;100 г сахара
14;100 г шоколада
14;150 г шоколада
14;100 мл сливок 33–35%
14;20 г сливочного масла
15;100 г сливочного масла
15;100 г сахара
15;2 яйца
15;2 ч.л. разрыхлителя
15;300–350 г муки
15;2 яйца
15;100 г сахара
15;200 г сметаны 15–20%
15;2 ст.л. муки
15;600 г яблок
15;50 г кедровых орехов (или любых других, по вкусу)
16;500 г баранины
16;300 г белых грибов (я использовала замороженные)
16;300 г помидоров
16;лук порей (или 150 г репчатого лука)
16;5–7 веточек тимьяна (по желанию)
16;соль
16;перец
16;растительное масло
17;800 г баранины (у меня мясо с косточкой)
17;400 г айвы
17;150 г лука
17;5–7 веточек тимьяна
17;1 ч.л. зиры
17;соль
17;перец
17;растительное масло
18;300 мл воды
18;10 г сухих дрожжей (или 30–35 г сырых)
18;1 ч.л. сахара
18;2 ст.л. растительного масла
18;1 ч.л. соли
18;400–450 г муки
18;желток
18;кунжут
19;200 г шоколада 70–95%
19;100 г сливочного масла
19;20 г какао порошка
19;150 г сахара
19;3 яйца
19;100 г муки
19;300 г вишни без косточек
20;500 мл молока
20;2 яйца
20;2 ст.л. растительного масла
20;1 ст.л. сахара
20;200 г муки
20;2 ч.л. разрыхлителя (или 1 ч.л. гашеной соды)
20;соль
21;700 мл сливок 10–15%
21;3 яйца
21;3 ст.л. сахара
21;3 ст.л. растительного масла
21;1/4 ч.л. соли
21;150–170 г муки
21;3 апельсина
21;70 г сахара
21;100 г сливочного масла
22;1 кг говядины (филе)
22;200 г бекона (я использовала сырокопченый)
22;300 г помидоров
22;400 г слоеного теста (я использовала дрожжевое)
22;5–7 веточек тимьяна
22;зелень по вкусу
22;5 ст.л. растительного масла
22;сок половины лимона
22;1 ст.л. сушеных трав (я использовала прованские)
22;2–3 зубчика чеснока
22;соль
22;перец
23;1 кг говядины (мякоть или на косточке)
23;500 г картофеля
23;300 г свежей капусты
23;400 г свеклы
23;200 г моркови
23;200 г лука
23;3 ст.л. томатной пасты
23;1 ч.л. уксуса 6%
23;2–3 зубчика чеснока
23;2–3 лавровых листа
23;соль
23;перец
23;растительное масло
23;зелень по вкусу
24;2 яйца
24;150 г сахара
24;150 г манки
24;250 г сметаны (или кефира)
24;2 ч.л. ванильного сахара
24;1 апельсин
24;150–200 г муки
24;2 ч.л. разрыхлителя
24;100 г шоколада
25;200 мл молока
25;7 г сухих дрожжей
25;100 г сливочного масла
25;150 г сахара
25;10 г ванильного сахара
25;2 яйца
25;1/4 ч.л. соли
25;450–500 г муки
25;мак
25;кунжут
26;300 г куриного филе
26;300 г грибов
26;150 г лука
26;100 г сыра
26;50 мл сливок 15–25%
26;соль
26;перец
26;растительное масло
26;400 г слоеного теста (пресного или дрожжевого)
26;желток
26;кунжут
27;700 г филе говядины
27;100 г сала (свежего)
27;700 г картофеля
27;300 г помидоров
27;250 г болгарского перца
27;200 г лука
27;2–3 зубчика чеснока
27;1 ст.л. молотой паприки
27;1 ч.л. тмина
27;соль
27;перец
28;300 г говядины (вырезки)
28;20 г желатина
28;200 г моркови
28;100 г лука
28;2 яйца (вареных)
28;лавровый лист
28;перец горошек
28;соль
28;зелень
28;клюква для украшения
29;500 г фарша (любого по вкусу)
29;4 вареных яйца
29;200 г лука
29;100 г батона
29;200 мл молока
29;соль
29;перец
29;растительное масло
30;1 кг сахара
30;25 г (2.5 ст.л.) желатина
30;15 г (1 ст.л.) лимонной кислоты
30;6 г (1 ч.л.) ванильного сахара
30;5 г (1 ч.л.) соды
31;500 г яблок
31;300 г сахара
31;белок от 1 яйца
31;ванильная палочка (или 2 ч.л. ванильного сахара)
31;400 г сахара
31;150 мл воды
31;10 г агар-агара
32;200 мл молока
32;3 яйца
32;150 г сахара
32;150 г сливочного масла
32;10 г сухих дрожжей (или 25 сырых)
32;600–700 г муки
32;орехи
32;яблоки
32;мак
32;сахар
33;1 кг говядины (мраморной)
33;5–7 горошин черного перца
33;1 ч.л. сушеного розмарина
33;1 ч.л. сушеных трав (я использовала прованские)
33;1 ст.л. соли
33;3 ст.л. растительного масла
33;5 ч.л. горчицы (я использовала в зернах)
33;3 ч.л. каперсов
33;2 ст.л. растительного масла
33;5 ст.л. лимонного сока
33;перец
34;1.5–2 кг свиной рульки
34;2 л темного пива (можно использовать светлое)
34;150 г моркови
34;150 г корня сельдерея
34;150 г лука
34;5–7 зубчиков чеснока
34;10 горошин черного перца
34;5 горошин душистого перца
34;1/2 ч.л. тмина
34;3 лавровых листа
34;3 бутончика гвоздики
34;2 ст.л. соли
34;2 ст.л. горчицы (пасты)
34;2 ст.л. меда
34;100 мл пивного бульона (в котором варилась рулька)
35;300 г печени (я использовала говяжью)
35;150 г лука
35;150 г моркови
35;300 г творожного сыра
35;зелень по вкусу
35;соль
35;перец
35;растительное масло
36;4 яйца
36;100 г сахара
36;10 г ванильного сахара
36;2 ч.л. разрыхлителя
36;120–150 г муки
36;150 г мака
36;100 мл молока
36;100 г сахара
37;500 г филе рыбы (тилапия, судак, горбуша и т.д.)
37;1 яйцо
37;панировочные сухари
37;соль
37;перец
37;растительное масло
37;7 ст.л. майонеза
37;100 г маринованных или соленых огурцов
37;2 зубчика чеснока
37;зелень
38;500 г филе рыбы (у меня тилапия)
38;соль
38;перец
38;растительное масло
38;2 яйца
38;150 мл молока
38;150 г муки
38;соль
39;700 г ребрышек (свиных, бараньих)
39;700 г картофеля
39;100 г кетчупа (или томатной пасты)
39;30 мл соевого соуса
39;20 мл яблочного уксуса 6–9%
39;20 мл вустерского соуса (по желанию)
39;1 ч.л. сушеных трав
39;50 мл растительного масла
39;2 зубчика чеснока
39;соль
39;перец
40;500 мл молока
40;30 г какао порошка
40;50–100 г сахара
40;30 г маршмеллоу
41;100 г сливочного масла
41;100 г сахара
41;150–200 г муки
41;500 г яблок
41;100 г брусники
41;100 г сахара
42;2 яйца
42;150 г сливочного масла
42;150 г сахара
42;200–250 г муки
42;400 г Рикотты
42;150 мл сливок 33–35%
42;3 яйца
42;150 г сахара
42;лимон
43;500 мл сливок 33–35%
43;5 желтков
43;70 г сахара
43;стручок ванили (или 2 ч.л. ванильного сахара)
43;коричневый сахар
44;150 г сахара
44;50 мл воды (кипятка)
44;100 мл сливок 33%
44;300 мл молока
44;1 яйцо + 2 желтка
44;100 г сахара
44;ванильная палочка (или 2 ч.л. ванильного сахара)
44;сливочное масло (для смазывания формочек)
45;50 г сливочного масла
45;1 яйцо
45;3 ст.л. холодной воды
45;200 г муки
45;0.5 ч.л. соли
45;300 г куриного филе
45;400 г грибов
45;200 г брокколи
45;100 г лука
45;соль
45;растительное масло
45;200 мл сливок (20–33%)
45;150 г сыра
45;2 яйца
45;1 ч.л. мускатного ореха (по желанию)
45;соль
46;200 г сахара
46;2 ч.л. ванильного сахара
46;150 г сливочного масла
46;150 мл молока
46;2 яйца
46;2 ч.л. разрыхлителя
46;450–500 г муки
47;1 кг картофеля
47;300 г фарша
47;200 г грибов
47;150 г лука
47;1 яйцо
47;панировочные сухари
47;соль
47;перец
47;растительное масло
48;3 яйца
48;150 г сахара
48;3 ч.л. растворимого кофе
48;100–150 г муки
48;500 мл сливок 33–35%
48;5 ч.л. растворимого кофе
48;150 г сахара
48;20 г желатина
49;курица (весом около 1.5–2 кг)
49;300 г шампиньонов
49;100 г сыра (твердого)
49;150 г лука
49;1 зубчик чеснока
49;зелень
49;майонез
49;соль
50;500 г говядины
50;150 г лука
50;150 г моркови
50;5–6 шт перца горошком
50;соль
50;1 кг лука
50;50 г сливочного масла
50;1 ст.л. муки
50;багет
50;30 г сливочного масла (для обжарки багета)
50;сыр
50;соль
50;перец
51;5 яиц
51;150 г сахара
51;2 ч.л. разрыхлителя
51;150–200 г муки
51;70–100 мл сгущенного молока
51;шоколад молочный
51;шоколад белый
51;кондитерские посыпки
51;палочки
52;3 яйца
52;100 г сахара
52;150 г сливочного масла
52;20 г какао порошка
52;2 ч.л. разрылителя
52;100–150 г муки
52;200 г марципана
52;100 г вяленой клюквы
53;2 яйца
53;100 г сливочного масла
53;100 г сахара
53;150 г халвы
53;2 ч.л. разрыхлителя
53;100–150 г муки
54;150 г сливочного масла
54;150 г сахара
54;3 яйца
54;100 г овсяных хлопьев
54;300 г ягоды
54;2 ч.л. разрыхлителя
54;100–120 г муки
55;3 яйца
55;150 г сливочного масла
55;150 г сахара
55;200 г тыквы (очищенной)
55;100 г грецких орехов
55;100 г овсяных хлопьев (желательно тонкого помола)
55;2 ч.л. разрыхлителя
55;100–150 г муки
56;400 г капусты
56;500 г фарша (любого, по вкусу)
56;200 г отварного риса
56;150 г лука
56;250 г сметаны (10–20%)
56;250 г томатной пасты (или кетчупа)
56;панировочные сухари
56;соль
56;перец
56;растительное масло
57;говяжий язык (нам понадобится 500 г вареного языка)
57;200 г моркови
57;200 г лука
57;соль
57;перец
57;30 мл растительного масла
57;10 мл уксуса 6–9%
57;лимон
57;1–2 зубчика чеснока
57;зелень по вкусу
57;соль
58;400 г ягоды (у меня черника)
58;150 г сахара
58;6 г (3 ч.л.) агар-агара
58;1 апельсин
58;150 мл воды
59;3 желтка
59;150 мл растительного масла (я использую оливковое)
59;1 ч.л. горчицы (пасты)
59;5 ч.л. лимонного сока
59;0.5 ч.л. сахара
59;0.5 ч.л. соли
60;2 яйца
60;50 г сахара
60;100 г сливочного масла
60;70–100 г муки
60;100 г белого шоколада
60;100 г горького шоколада
61;3 яйца
61;150 г сахара
61;150 г сливочного масла
61;150 г муки
61;лайм (или лимон)
61;имбирь (1 ч.л. натертого)
62;500 г печени (я использовала куриную)
62;200 г болгарского перца
62;150 г лука
62;150 г моркови
62;3 яйца
62;1–2 ст.л. сметаны
62;1 ст.л. сладкой молотой паприки
62;сливочное масло
62;соль
62;перец
63;800 г курицы (я использовала грудку и окорочка)
63;300 г лука (две луковицы по 150 г)
63;300 г моркови (2 моркови по 150 г)
63;50–100 мл сливок 10–15%
63;3–4 лавровых листа
63;10 горошин черного перца
63;растительное масло
63;соль
63;перец
63;багет
63;чеснок
63;маринованные огурцы
63;вяленые томаты
63;перепелиные (или куриные) яйца
64;700 г утиной печени
64;150 г лука (белого)
64;300 мл сливок 10–20%
64;50 г сливочного масла
64;1 ч.л. мускатного ореха (молотого)
64;соль
64;перец
64;150 г лука (красного)
64;150 г маслин или оливок без косточки
65;200 г сливочного масла
65;100 г сахара
65;2 яйца
65;2 ч.л. разрыхлителя
65;350–400 г муки
65;150 г сахара
65;200 мл сливок (33–35%)
65;2 ст.л. меда
65;350 г грецких орехов
66;2 яйца
66;500 мл кефира
66;5 ст.л. сахара
66;1 ч.л. соли
66;1 ч.л. соды
66;200–250 г муки
66;растительное масло
67;100 мл молока
67;7–10 г сухих дрожжей (или 20 г свежих)
67;0.5 ч.л. сахара
67;1 яйцо
67;1 ст.л. растительного масла
67;200–250 г муки
67;соль
67;300 г грибов
67;400 г картофеля
67;150 г лука
67;150 г сыра (полутвердого или твердого)
67;сметана
68;200 мл молока
68;7 г сухих дрожжей (или 50 г сырых)
68;100 г сливочного масла
68;2 яйца
68;500–550 г муки
68;соль
68;1 кг капусты
68;150 г лука
68;2 яйца
68;соль
68;перец
68;растительное масло
69;50 г сливочного масла
69;100 г сметаны
69;1 яйцо
69;200–250 г муки
69;1 ч.л. соли
69;500 г свежего лосося (филе)
69;300 г брокколи (я использовала замороженную)
69;200 мл сливок 10–20%
69;100 г сыра
69;2 яйца
69;соль
69;перец
70;3 яйца
70;100 г сахара
70;80–100 г муки
70;150 мл сливок 33–35%
70;50 г сахара
71;1 кг филе курицы или индейки
71;1 кг риса (в идеале — сорт басмати)
71;300 г лука
71;500 г моркови
71;соль
71;перец
71;1 ст.л. барбариса
71;0.5 ст.л. зиры
71;0.5 ст.л. куркумы
72;200 мл молока
72;2 ч.л. дрожжей (сухих)
72;1 ч.л. сахара (без горки)
72;1 ч.л. соли
72;3 ст.л. растительного масла
72;250 г муки
72;300 г куриного филе
72;250 г моцареллы
72;300 г грибов
72;250 г помидоров
72;3 ч.л. орегано (сушеного)
72;2–3 ст.л. томатного соуса (или пасты)
72;базилик
72;растительное масло
72;соль
72;перец
72;один желток (для смазки)
73;180 мл воды
73;7 г сухих дрожжей
73;1.5 ч.л. сахара
73;1 ч.л. соли
73;3 ст.л. растительного масла (я использовала оливковое)
73;250–300 г муки
73;500 г помидоров
73;250 г моцареллы
73;орегано (я использовала сушеный)
73;базилик
73;растительное масло
73;соль
73;перец
74;300 мл молока
74;7 г сухих дрожжей
74;100 г сахара
74;2 яйца
74;100 г сливочного масла
74;550–600 г муки
74;150 г мака
74;50 г сахара
74;1 яйцо
75;500 г моркови
75;500 мл молока
75;2 яйца
75;100 г сахара
75;100 г сливочного масла
75;50 г манки
75;50 г муки
76;150 г сливочного масла
76;150 г сахара
76;3 яйца
76;300 г натертой на мелкой терке моркови (на это уйдет 3–4 моркови)
76;100 г грецких орехов
76;2 ч.л. разрыхлителя
76;200–250 г муки
76;400 г творожного сыра (хохланд, альметте)
76;100 мл сливок 33–35%
76;50–70 г сахара
77;500 мл сливок 33–35%
77;5 яиц
77;150 г сахара
77;200 г клубники
77;3 ч.л. какао
77;2 ч.л. ванильного сахара
78;500 г маскарпоне
78;300 мл сливок 33–35%
78;150 г сахара
78;8–10 палочек савоярди
78;250 мл кофе
79;900 мл сливок 33–35%
79;550 г сгущенного молока
79;100 г шоколада
79;2 ч.л. растворимого кофе
80;1 кг говяжьих голяшек (толщиной около 2 см)
80;150 г моркови
80;150 г лука
80;3 стебля сельдерея
80;500 г помидоров
80;5–7 зубчиков чеснока
80;2 ст.л. муки
80;200 мл белого сухого вина
80;300 мл бульона (мясного или овощного)
80;5–7 веточек тимьяна
80;соль
80;перец
80;растительное масло
80;1 ст.л. цедры лимона
80;2 ст.л. нарезанной петрушки
80;1 ст.л. чеснока
81;6–7 перепелов
81;150 г гречки (отварной)
81;200 г бекона
81;100 г лука
81;6–7 веточек тимьяна
81;соль
81;перец
82;500 г печени
82;1 яйцо
82;150 г лука
82;150 г моркови
82;70–100 г муки
82;соль
82;перец
82;растительное масло
82;300 г грибов
82;150 г лука
82;200 мл сливок 10–15%
83;500 г говяжьей печени
83;200 г бекона (я использовала сырокопченый)
83;300 г помидоров
83;150 г лука
83;3 зубчика чеснока
83;зелень по вкусу
83;2–3 веточки тимьяна (по желанию)
83;соль
83;перец
84;300 г творога (5–9%)
84;150 г сливочного масла
84;1 яйцо
84;1 ч.л. разрыхлителя
84;200–230 г муки
84;сахар
85;150 г сливочного масла
85;6 вареных желтков
85;100 г сметаны
85;100 г сахара
85;2 ч.л. ванильного сахара
85;2 ч.л. разрыхлителя
85;200–250 г муки
85;100–150 г фундука
85;50 г сливочного масла
85;50 мл молока
85;20 г какао
85;100–150 г сахара
86;100 г сливочного масла
86;100 г сахара
86;2 яйца
86;3 ст.л. меда
86;100 г грецких орехов
86;2 ч.л. разрыхлителя
86;400–450 г муки
87;180 г сливочного масла
87;100 г сахара
87;1 ч.л. ванильного сахара
87;2 яйца
87;2 ч.л. разрыхлителя
87;300–350 г муки
87;джем или густое повидло
88;3 яйца
88;100 г сливочного масла
88;100 г сахара
88;1 ч.л. корицы (по желанию)
88;400 г яблок
88;100 г грецких орехов
88;2 ч.л. разрыхлителя
88;350–400 г муки
89;3 яйца
89;150 г сливочного масла
89;70–100 г сахара
89;300 г творога 5–9%
89;100 г шоколада
89;200 г вяленой вишни
89;100 г миндаля
89;2 ч.л. разрыхлителя
89;200–250 г муки
90;250 г майонеза
90;250 г сметаны
90;3 яйца
90;300–350 г муки
90;2 ч.л. разрыхлителя
90;соль
90;300 г мяса (говядина или свинина, курица, индейка)
90;400 г картофеля
90;лук порей или репчатый
90;соль
90;перец
91;2 яйца
91;100 г сливочного масла
91;200 г сметаны
91;100 г сахара
91;небольшой пучок мяты
91;20 г какао порошка
91;2 ч.л. разрыхлителя
91;500 г муки
92;500 г куриного филе
92;5 яиц
92;500 г картофеля
92;100 г лука
92;250 г огурцов
92;зелень
92;соль
92;майонез
92;растительное масло
92;3–4 перепелиных яйца для украшения
93;3–4 шарика моцареллы
93;3–4 средних помидора
93;базилик
93;растительное масло
93;соль
93;перец
94;200 г салата Ромэн
94;50–70 г пармезана
94;100 г батона
94;3 ст.л. растительного масла
94;2 зубчика чеснока
94;1 яйцо
94;1 ч.л. горчицы (пасты)
94;1 ст.л. лимонного сока
94;3 ст.л. растительного масла
94;1 ч.л. вустерского соуса
94;соль
94;перец
95;200 г козьего сыра
95;300 г груш
95;руккола (или любой салат, по вкусу)
95;50 мл растительного масла
95;1/2 апельсина
95;1 ст.л. горчицы (пасты)
95;1 ст.л. меда
95;соль
96;1 пачка крабовых палочек (240 г)
96;1 баночка кукурузы (340 г)
96;3 яйца
96;150 г лука
96;майонез
97;300 г куриного филе
97;250 г свеклы
97;250 г фасоли (консервированной)
97;150 г маринованных огурцов
97;150 г лука
97;зелень по вкусу
97;майонез
97;сливочное масло
97;соль
98;500 г филе свинины
98;300 г помидоров
98;150 г лука
98;зелень по вкусу
98;лимон
98;2 зубчика чеснока
98;яйцо
98;30 г горчицы (паста или зерновая)
98;50 г панировочных сухарей
98;20 г кунжута
98;растительное масло
98;соль
98;перец
98;зубочистки
99;500 г слоеного теста (я использовала дрожжевое)
99;300 г утиного филе
99;300 г грибов
99;200 г лука
99;соль
99;перец
99;растительное масло
99;20 мл растительного масла
99;1 ст.л. сушеных трав (я использовала прованские)
99;1–2 зубчика чеснока
99;веточка розмарина (по желанию)
99;соль
99;перец
100;700 г говядины
100;6–10 видов различных мясных деликатесов общим весом около 1 кг
100;150 г моркови
100;150 г лука
100;200 г соленых или маринованных огурцов
100;5 ст.л. томатной пасты
100;3 ст.л. каперсов
100;черный перец
100;3–4 лавровых листа
100;растительное масло
100;лимон
100;зелень
100;маслины по вкусу
101;250 г филе говядины
101;250 г филе свинины
101;300 г томатов в собственном соку (или свежих)
101;2 стебля сельдерея
101;150 г лука
101;150 г моркови
101;3 зубчика чеснока
101;150 мл красного сухого вина
101;соль
101;перец
101;растительное масло
102;150 г сливочного масла
102;150 г сахара
102;150 г сметаны (10–20%)
102;2 яйца
102;2 ч.л. разрыхлителя
102;300–400 г муки
102;300 г творога (5–20%)
102;100 г сахара
102;2 яйца
102;50 г сметаны (10–20%)
102;50 г муки
102;яйцо для смазки
102;сахарная пудра (по желанию)
103;500 г бараньих ребрышек
103;500 г картофеля
103;150 г фасоли
103;300 г томатов
103;200 г болгарского перца
103;150 г лука
103;150 г моркови
103;2–3 зубчика чеснока
103;соль
103;перец
103;растительное масло
103;лук порей
103;вяленые томаты
104;500 г куриного филе (или филе индейки)
104;300 г грибов (я использовала шампиньоны)
104;700 г картофеля
104;100 г макаронных изделий (я использовала ракушки)
104;лук порей (или 150 г репчатого лука)
104;250 мл сливок 10–20%
104;сыр (по желанию)
104;соль
104;перец
104;растительное масло
105;700 г говядины
105;250 г маша
105;500 г картофеля
105;250 г помидоров
105;2 стебля сельдерея
105;150 г лука
105;150 г моркови
105;1 ч.л. тмина
105;5 веточек тимьяна
105;соль
105;перец
105;растительное масло
106;500 г говядины
106;700 г картофеля
106;250 г зеленого горошка (я использовала замороженный)
106;100 г маша
106;150 г моркови
106;150 г лука
106;соль
106;перец
107;500 г копченого мяса
107;500 г картофеля
107;300 г пекинской капусты
107;300 г помидоров
107;150 г моркови
107;150 г лука
107;растительное масло
107;соль
107;перец
108;500 г куриной голени (или любых частей курицы)
108;500 г картофеля
108;200 г кукурузы
108;150 г риса
108;150 г лука
108;150 г моркови
108;соль
108;перец
108;растительное масло
109;500 г картофеля
109;300 г грибов (я использовала замороженные белые)
109;30 г сушеных белых грибов (по желанию)
109;150 г чечевицы
109;150 г моркови
109;150 г лука
109;соль
109;перец
109;растительное масло
110;700 г говядины (на косточке)
110;600 г картофеля
110;350 г свеклы
110;250 г фасоли (консервированной)
110;150 г моркови
110;150 г лука
110;соль
110;перец
111;1 л молока (2.5–6%)
111;1 кг творога (5–9%)
111;100 г сливочного масла
111;1 яйцо
111;1 ч.л. соды (разрыхлителем заменить нельзя)
111;1 ст.л. соли (без горки)
112;400 г творога (любой жирности)
112;2 яйца
112;50 г сахара
112;2 ч.л. ванильного сахара
112;100 г муки (плюс 2–3 ст.л. для панировки)
112;растительное масло
112;300 г вишни
112;50 г сахара
112;1 ст.л. крахмала (без верха)
113;куриная грудка (около 500 г)
113;600 г картофеля
113;400 г плавленого сыра (Хохланд, Виола, Президент и т.д.)
113;150 г моркови
113;150 г лука
113;100 г макаронных изделий
113;соль
113;перец
113;150 г сыра (Ламбер, Тильзер, Российский и т.д.)
113;1 яйцо
113;30–40 г муки
114;1 кг свежей сельди
114;1 л воды
114;130–170 г соли
114;1.5 ст.л. сахара
114;10 шт черного перца горошком
114;5 шт душистого перца
114;3 лавровых листа
115;500 мл молока
115;11 г сухих дрожжей (или 50–60 г сырых дрожжей)
115;1–1.3 кг муки
115;2 яйца
115;150 г сливочного масла
115;150 г сахара
115;100 г сахара
115;2 ч.л. корицы
116;паштет
116;тарталетки
116;колбаса
116;помидор
116;зелень
116;гвоздика
116;перец горошком
117;500 г фарша (у меня свинина+говядина)
117;250 г фасоли (без жидкости)
117;300 г помидоров в собственном соку (или свежих)
117;200 г стеблей сельдерея
117;лук порей или 150 г репчатого лука
117;3–4 зубчика чеснока
117;2 ч.л. сушеных трав (по желанию)
117;соль
117;перец
117;растительное масло
118;8–10 шт болгарского перца
118;400 г фарша (любого, по вкусу)
118;200 г отварного риса
118;150 г сметаны
118;150 г томатной пасты или кетчупа
118;200 г моркови
118;200 г лука
118;соль
118;перец
118;растительное масло
119;500 г творога (любой жирности)
119;300 г свежей или замороженной ягоды
119;2 яйца
119;150 г сахара
119;100 г манки
119;200 г сметаны
120;100 г сливочного масла
120;100–150 г сахара
120;2 яйца
120;200 г творога (любой жирности)
120;2 ч.л. разрыхлителя
120;100–150 г муки
120;4–5 яблок
120;8–10 ч.л. брусники
121;500 г куриного филе
121;300 г грибов
121;200 мл сливок 20–25%
121;2 желтка
121;30 г сливочного масла
121;2 ст.л. муки
121;1 ч.л. мускатного ореха (по желанию)
121;соль
121;перец
122;400 г филе трески
122;50 г миндальных лепестков
122;1 яйцо
122;1 ст.л. молотой паприки
122;соль
122;30 г сливочного масла
122;30 мл растительного масла
122;3 ст.л. муки
123;500 г трески
123;150 г моркови
123;лук порей (или 150 г репчатого лука)
123;сок половины лимона
123;мука
123;соль
123;перец
123;растительное масло
123;500 мл молока
123;50 г сливочного масла
123;50 г муки
124;4 яйца (я использовала 18 перепелиных яиц)
124;100 г сахара
124;500 г маскарпоне
124;250 г печенья «Савоярди» (примерно 34 штуки)
124;350 мл кофе (растворимого или сваренного)
124;порошок какао
124;2–3 ст.л. вина «Марсала» (или любого другого), или рома, ликера, бренди, коньяка — по желанию
125;300 мл молока
125;7 г сухих дрожжей (или 30 сырых)
125;2 ч.л. сахара
125;3 ст.л. растительного масла (я использовала оливковое)
125;1 ч.л. соли
125;400–450 г муки
126;200 г шоколада
126;200 г сливочного масла
126;7 яиц
126;150 г сахара
126;250–300 г муки
126;100 г крахмала
126;100 г панировочных сухарей
126;2 ч.л. ванильного сахара
126;2 ч.л. разрыхлителя
126;300 г вишни без косточек (замороженной или свежей)
126;500 г сметаны
126;150 г сахара
127;150 г сахара
127;150 г сливочного масла
127;4 яйца
127;300 г сметаны (10–15%)
127;250–300 г муки
127;2 ч.л. разрыхлителя
127;30 г какао
127;300–400 г сметаны (10–20%)
127;150 г сахара
127;2 ч.л. ванильного сахара
127;100 г сливочного масла
127;50 мл молока
127;100 г сахара
127;50 г какао
128;5 яиц
128;200 г сахара
128;200 г сметаны (10–20%)
128;20 г какао
128;2 ч.л. разрыхлителя
128;200–250 г муки
128;700 г сметаны (10–20%)
128;150 г сахара
128;300 г вишни
128;100 г миндаля
129;250 г сметаны (15–25%)
129;150 г сливочного масла
129;150 г сахара
129;2 ч.л. разрыхлителя
129;400–450 г муки (муки может понадобиться чуть больше или меньше)
129;300–400 г вишни
129;500 г сметаны (15–25%)
129;150 г сахара
129;100 г шоколада (для посыпки)
130;4 яйца
130;150 г сахара
130;150 г муки
130;10 яиц
130;300 г сахара
130;200 г сливочного масла
130;200 мл молока
130;30 г желатина
130;1 ст.л. муки
131;4 яйца
131;100 г сахара
131;100–150 г муки
131;1 ч.л. ванильного сахара
131;1 ч.л. разрыхлителя
131;200 мл сливок 33–35%
131;100 г сахара
131;120 мл йогурта 5–7% (любого, по вкусу)
131;10 г желатина
131;варенье, повидло или джем (любые, по вкусу)
131;2–3 уп. полуфабриката желе
132;200 г сливочного масла
132;3 желтка
132;100 г сахара
132;1 ч.л. разрыхлителя
132;300–350 г муки
