49;https://www.say7.info/cook/recipe/448-Kurica-sekretom.html;Курица с секретом;Потрясающая курица! Нежная начинка, ароматное мясо, хрустящая корочка. Мясо пропитывается ароматом грибов, получается очень сочное, мягкое. На гарнир можно приготовить картофель или овощной салат. Из указанного количества ингредиентов получается 6–8 порций.
50;https://www.say7.info/cook/recipe/1209-Lukovyiy-sup.html;Луковый суп;Классика французской кухни. Каждый раз, когда я слышала про этот суп, вспоминала сцену из любимого в детстве фильма ”Гардемарины, вперед!”. Сцену, когда Ягужинская говорит де Брильи — ”Что до вас, французов, то у вас любимое блюдо — лягушки. И луковый суп, одна луковица на ведро воды”.:) Для приготовления нашего супа нам нужна не одна луковица, а чуть больше, да и без ведра воды тоже обойдемся. Суп оказался очень вкусный! Густой, кремообразный с насыщенным сливочным вкусом. Главное — использовать сладкий сочный лук (я использовала белый). Из указанного количества ингредиентов получается 4–6 порций.
51;https://www.say7.info/cook/recipe/1065-Keyk-popsyi.html;Кейк попсы;Кейк попсы — очень популярный десерт. Мини тортики на палочке.:) Вариантов приготовления очень много. Можно сделать шоколадный бисквит, в качестве крема использовать сметану с сахаром, повидло, варенье. Вместо кондитерской посыпки можно использовать измельченные орехи, кокосовую стружку и т.д. Можно приобрести специальные палочки для кейк попсов, либо использовать палочки для суши или шпажки. Из указанного количества ингредиентов получается 30–40 штук.
52;https://www.say7.info/cook/recipe/1173-Keks-marcipanom.html;Кекс с марципаном и клюквой;Потрясающий кекс! Марципан придает сочность, аромат и неповторимый вкус. Заменить его ничем нельзя. Марципан продается во многих крупных супермаркетах (я купила его в Икее). А вот вместо клюквы можно использовать вяленую вишню. Свежую или мороженую ягоду использовать не рекомендую. Из указанного количества ингредиентов получается 6–10 порций.
53;https://www.say7.info/cook/recipe/1145-Keks-khalvoy.html;Кекс с халвой;Потрясающий кекс! Ароматный, мягкий, нежный, с ярко выраженным вкусом халвы. Очень рекомендую попробовать. Я использовала подсолнечную халву. Из указанного количества ингредиентов получается 6–8 порций.
54;https://www.say7.info/cook/recipe/1140-Keks-yagodoy-i.html;Кекс с ягодой и овсяными хлопьями;Нежный, сочный, ароматный кекс. Ягоды можно использовать любые, свежие или замороженные (я использовала смесь клубники, черной смородины и вишни). Желательно использовать овсяные хлопья тонкого помола. Из указанного количества ингредиентов получается 6–8 порций.
55;https://www.say7.info/cook/recipe/1047-Keksyi-tyikvoy.html;Кексы с тыквой, грецкими орехами и овсянкой;Нежные и очень ароматные кексы. Вместо грецких орехов можно использовать фундук. Из указанного количества ингредиентов получается 10–12 кексов.
56;https://www.say7.info/cook/recipe/303-Lenivyie-golubcyi.html;Ленивые голубцы;Эти голубцы называются «ленивыми» потому что при их приготовлении не надо возиться с капустными листьями, готовятся они проще, чем обычные голубцы. А на вкус ничуть им не уступают. Голубцы получаются сочные, нежные, ароматные. Из указанного количества ингредиентов получается 8–12 порций.
57;https://www.say7.info/cook/recipe/1256-Marinovannyiy-yazyik.html;Маринованный язык;Яркая праздничная закуска, которая может стать украшением праздничного стола и обязательно порадует своим вкусом. Я использовала говяжий язык, свиной тоже подойдет. Из указанного количества ингредиентов получается 4–6 порций.
58;https://www.say7.info/cook/recipe/1031-Marmelad-yagodnyiy.html;Мармелад ягодный;На сайте уже есть рецепт мармелада фруктового. Предлагаю вам попробовать еще один вариант. Ягоду можно брать любую, главное, чтобы она измельчилась в однородное пюре. Если используете замороженную ягоду, ее надо разморозить и слить всю жидкость. Вместо агар-агара желатин использовать нельзя, необходим именно агар-агар. В зависимости от того, какую вы используете ягоду, сахар добавляйте по вкусу. Из указанного количества ингредиентов получается около 50 штук.
59;https://www.say7.info/cook/recipe/885-Mayonez-Domashniy.html;Майонез «Домашний»;Если вы никогда не делали домашний майонез, обязательно попробуйте, результат вас порадует. Главное не торопиться и сделать все по инструкции. Важный момент — все используемые продукты должны быть комнатной температуры. В рецепте используются только желтки, из белков можно приготовить «Безе». Прежде, чем отделять желтки от белков, тщательно вымойте яйца, желательно, с пищевой содой. Хранить готовый майонез в холодильнике, использовать в течение 5–7 дней. Из указанного количества ингредиентов получается 200 г майонеза.
60;https://www.say7.info/cook/recipe/1060-Madlenki-Dvoynoy.html;Мадленки «Двойной шоколад»;Потрясающие мадленки. Нежные, ароматные, с насыщенным шоколадным вкусом. Я использовала горький и белый шоколад, можно вместо горького использовать молочный, получится тоже вкусно. Выпекают мадленки в формочках в виде ракушек. Если таких формочек нет, можно использовать любые (желательно небольшие), тесто выкладывать примерно на 1–2 см, не больше. Из указанного количества ингредиентов получается 20–25 штук.
61;https://www.say7.info/cook/recipe/1016-Madlenki-imbirem.html;Мадленки с имбирем и лаймом;Мадленки — популярное французское печенье. Хрустящее снаружи и нежное внутри. Очень вкусное! Выпекают его в формочках в виде ракушек. Если таких формочек нет, можно использовать любые (желательно небольшие), тесто выкладывать примерно на 1–2 см, не больше. Мадленки можно делать с различными наполнителями — орехами, цукатами, сухофруктами, маком. Можно сделать их шоколадными (добавить в тесто растопленный шоколад или какао). Можно полить шоколадом. В общем, есть где разгуляться фантазии. С имбирем и лаймом мадленки получаются невероятно ароматными! Вместо свежего имбиря можно использовать сушеный, понадобится 1–2 ч.л. Из указанного количества ингредиентов получается 20–25 штук.
62;https://www.say7.info/cook/recipe/1227-Pashtet-kurinoy.html;Паштет из куриной печени с паприкой и яйцами;Нежный, ароматный, очень вкусный паштет. Паприка придает интересную нотку. На завтрак бутерброд с таким паштетом — отличное начало дня! Хранить паштет можно в холодильнике, около 3 дней. Из указанного количества ингредиентов получается около 700 г.
63;https://www.say7.info/cook/recipe/1172-Pashtet-kuricyi.html;Паштет из курицы;Потрясающий паштет! На завтрак кусочек хрустящего багета с нежным паштетом и горячим чаем — прекрасное начало дня. Вкус паштета можно разнообразить, добавить любимые специи, грибы и т.д. Или, как в рецепте, на паштет выложить маринованные огурцы, вяленые томаты или вареные яйца. Из указанного количества ингредиентов получается 500–700 г.
64;https://www.say7.info/cook/recipe/1252-Pashtet-utinoy.html;Паштет из утиной печени;Нежный паштет с кусочками маслин. На завтрак тост с таким паштетом и сладким ароматным горячим чаем — прекрасное начало дня. Если вы не любите маслины, просто не добавляйте их. В качестве начинки лучше использовать красный лук, он не такой горький. Вместо него можно использовать зеленый лук. Вместо утиной печени можно использовать куриную, но это будет совсем другой рецепт. Хранить паштет в холодильнике, около 3-х дней. Из указанного количества ингредиентов получается 700–800 г.
65;https://www.say7.info/cook/recipe/580-Orekhovyiy-pirog.html;Ореховый пирог;Потрясающий пирог! Нежное тесто, орехи в сливочно-карамельном соусе. Очень вкусно. Советую использовать именно грецкие орехи. Из указанного количества ингредиентов получается 6–8 порций.
66;https://www.say7.info/cook/recipe/851-Oladi.html;Оладьи;Нежные, пышные оладьи на кефире. Их можно подать со сметаной, вареньем, ягодами и т.д. Из указанного количества ингредиентов получается около 30–35 штук.
67;https://www.say7.info/cook/recipe/640-Pirog-gribami-i.html;Пирог с грибами и картофелем;Идеей этого пирога со мной поделилась Ирина (на форуме — Акварель). Ирочка, спасибо большое! Этот пирог можно делать с разными начинками — мясной, рыбной, овощной. Из указанного количества ингредиентов получается 6–8 порций.
68;https://www.say7.info/cook/recipe/683-Pirog-kapustoy.html;Пирог с капустой;Очень вкусный пирог! Нежное тесто, сочная начинка. Вместо капусты можно использовать разные начинки — мясные, овощные. Но очень советую попробовать приготовить пирог именно с капустой. Из указанного количества ингредиентов получается 10–12 порций.
